Actual_Label,Predicted_Cluster,Posterior_Cluster0,Posterior_Cluster1,Confidence,Uncertainty,Entropy
0,1,4.763038442550748e-08,0.9999999523696157,0.9999999523696157,4.763038430333211e-08,8.506668980571237e-07
0,1,8.323423648480334e-16,0.9999999999999991,0.9999999999999991,8.881784197001252e-16,-9.762029452089944e-13
0,1,5.6736414503628644e-61,1.0,1.0,0.0,-1.000088900581841e-12
1,0,1.0,5.35171185768696e-20,1.0,0.0,-1.0000874218492104e-12
0,1,5.866732093598491e-06,0.9999941332679065,0.9999941332679065,5.866732093462446e-06,7.653861607927228e-05
1,0,0.9999999846530284,1.5346971616531366e-08,0.9999999846530284,1.5346971582452795e-08,2.914730205440974e-07
1,0,0.9999997986312764,2.0136872353256414e-07,0.9999997986312764,2.0136872358467173e-07,3.3060954909790984e-06
1,0,0.9999999999999893,9.882388259346729e-15,0.9999999999999893,1.0658141036401503e-14,-7.164674630643041e-13
1,0,0.9999999995165734,4.834265213820468e-10,0.9999999995165734,4.834266320585812e-10,1.0850985444621397e-08
1,0,0.9999999999976854,2.3150023064367248e-12,0.9999999999976854,2.3145929617385264e-12,6.250605892246457e-11
0,1,3.493953357299156e-107,1.0,1.0,0.0,-1.000088900581841e-12
0,1,7.1657940435854385e-09,0.9999999928342058,0.9999999928342058,7.16579418025276e-09,1.415507156608134e-07
1,0,0.9999999999999591,4.0075850924905396e-14,0.9999999999999591,4.085620730620576e-14,1.4652926364696767e-13
0,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
0,1,2.9167947193307998e-40,1.0,1.0,0.0,-1.000088900581841e-12
1,0,1.0,3.0423707173656647e-16,1.0,0.0,-9.916826121745581e-13
1,0,0.9999999999999999,7.725594190751206e-17,0.9999999999999999,1.1102230246251565e-16,-9.977322013829885e-13
1,0,1.0,8.94569576307064e-30,1.0,0.0,-1.0000889005818408e-12
1,0,1.0,8.0936827417752e-25,1.0,0.0,-1.0000889005594772e-12
0,1,9.323484224561934e-34,1.0,1.0,0.0,-1.000088900581841e-12
1,0,1.0,4.993380765844443e-23,1.0,0.0,-1.0000888992021189e-12
0,1,1.1105815935498441e-14,0.9999999999999885,0.9999999999999885,1.1546319456101628e-14,-6.818002057880072e-13
0,1,7.289158704867445e-12,0.9999999999927107,0.9999999999927107,7.289280290478928e-12,1.922800053740453e-10
1,0,0.9999999999999982,1.5661544121507186e-15,0.9999999999999982,1.7763568394002505e-15,-9.550405490303824e-13
1,0,0.9999999999999858,1.3811465419420163e-14,0.9999999999999858,1.4210854715202004e-14,-6.044426044889085e-13
1,1,4.063023900903681e-182,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999999953353,4.665286424883657e-12,0.9999999999953353,4.664713060265058e-12,1.2448008861542627e-10
0,1,1.0472795994773906e-174,1.0,1.0,0.0,-1.000088900581841e-12
1,0,1.0,7.17164681542577e-16,1.0,0.0,-9.802734222633806e-13
0,1,6.464302903120386e-229,1.0,1.0,0.0,-1.000088900581841e-12
0,0,0.9990218357826993,0.0009781642173006982,0.9990218357826993,0.000978164217300681,0.007756200319968683
1,0,0.9999999944189693,5.581031337551823e-09,0.9999999944189693,5.581030748658122e-09,1.1164034902812574e-07
0,1,3.1709749091384985e-29,1.0,1.0,0.0,-1.0000889005818402e-12
1,0,0.9999999999999947,5.159020120769533e-15,0.9999999999999947,5.329070518200751e-15,-8.522373832380611e-13
0,1,2.2605949310545704e-287,1.0,1.0,0.0,-1.000088900581841e-12
0,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999999952927,4.709085435203199e-12,0.9999999999952927,4.707345624410664e-12,1.256207029233987e-10
1,0,0.999999999986434,1.356549839070304e-11,0.999999999986434,1.3566037182499713e-11,3.5105733344337466e-10
1,1,2.1231163060392593e-49,1.0,1.0,0.0,-1.000088900581841e-12
0,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
0,1,1.2110903181767287e-186,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999999680345,3.196590071508784e-11,0.9999999999680345,3.196554132500751e-11,8.024800753504414e-10
0,1,1.2793331552718686e-80,1.0,1.0,0.0,-1.000088900581841e-12
0,0,0.999958963458921,4.1036541079035456e-05,0.999958963458921,4.1036541079009226e-05,0.0004555477535853985
0,1,2.9788608488864844e-66,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999969516971,3.0483024401587294e-09,0.9999999969516971,3.0483029433980846e-09,6.281949319922023e-08
1,0,0.9999992034099265,7.965900735845498e-07,0.9999992034099265,7.965900734596687e-07,1.1983042914961863e-05
1,0,0.9999999949411844,5.058816260344067e-09,0.9999999949411844,5.058815588654397e-09,1.016909983516728e-07
0,0,0.9999978352573344,2.1647426655130126e-06,0.9999978352573344,2.1647426655668767e-06,3.039992948024429e-05
1,0,0.9999986546827919,1.3453172080970778e-06,0.9999986546827919,1.3453172080790665e-06,1.9532497183800222e-05
1,0,0.9999999999954667,4.532384106325685e-12,0.9999999999954667,4.533262654149439e-12,1.2101450405850663e-10
0,1,1.605017218332631e-13,0.9999999999998392,0.9999999999998392,1.6076029396572267e-13,3.571606787118451e-12
0,1,2.2359349122032613e-86,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999999999751,2.441408443089253e-14,0.9999999999999751,2.4868995751603507e-14,-3.0122271023286915e-13
1,0,1.0,2.145222681242645e-19,1.0,0.0,-1.0000829731125667e-12
1,0,0.9999999999637925,3.620709570443676e-11,0.9999999999637925,3.6207481457495305e-11,9.047035864632984e-10
0,0,0.9999892353949538,1.0764605045457674e-05,0.9999892353949538,1.0764605046231779e-05,0.00013390352233511103
0,1,0.0018774186188426616,0.9981225813811573,0.9981225813811573,0.0018774186188427189,0.013661821758488847
1,0,1.0,4.556290421958565e-25,1.0,0.0,-1.0000889005692515e-12
1,0,0.9999999999145341,8.546550885096713e-11,0.9999999999145341,8.546585661406425e-11,2.0648107320412532e-09
1,0,0.9999999999995648,4.353799949011181e-13,0.9999999999995648,4.3520742565306136e-13,1.1307753131974201e-11
1,0,1.0,3.111916378712998e-19,1.0,0.0,-1.0000803020392206e-12
0,1,4.363711990305486e-31,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999993871374,6.128633275038998e-10,0.9999999993871374,6.128626495183198e-10,1.3611459195333649e-08
1,0,0.9999999925616319,7.43836723243351e-09,0.9999999925616319,7.438368143652951e-09,1.4665741998249077e-07
0,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999969625655,3.0374345012556876e-09,0.9999999969625655,3.037434526120819e-09,6.260636737813834e-08
1,0,1.0,1.486657367584898e-16,1.0,0.0,-9.959811365701107e-13
1,0,0.9999470176233658,5.2982376634141845e-05,0.9999470176233658,5.298237663420302e-05,0.0005746216737425445
1,1,5.075820799321557e-66,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999999999973,2.5205881195402145e-15,0.9999999999999973,2.6645352591003757e-15,-9.277842871379568e-13
1,0,0.9999999999927701,7.22984546676028e-12,0.9999999999927701,7.229883358661482e-12,1.9075908682890097e-10
1,0,0.9999999895300355,1.046996370773796e-08,0.9999999895300355,1.0469964450976477e-08,2.0285098536924193e-07
1,0,0.9999860874699962,1.3912530002034154e-05,0.9999860874699962,1.391253000382342e-05,0.00016949236825697465
0,1,1.2096048894644186e-43,1.0,1.0,0.0,-1.000088900581841e-12
0,1,1.3167893848699959e-71,1.0,1.0,0.0,-1.000088900581841e-12
0,1,8.094456117558772e-31,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999999843308,1.5668634524944946e-11,0.9999999999843308,1.566924368034961e-11,4.03525483019071e-10
0,1,3.711176508699044e-99,1.0,1.0,0.0,-1.000088900581841e-12
0,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999968742639,3.125735873154087e-09,0.9999999968742639,3.125736114384381e-09,6.43368851531489e-08
1,0,0.9999999998721325,1.2786800519773473e-10,0.9999999998721325,1.2786749437054823e-10,3.0387074538837215e-09
1,0,0.9999999998097913,1.902102430192672e-10,0.9999999998097913,1.9020873764930002e-10,4.445666537386019e-09
0,1,0.0007739528917130613,0.9992260471082867,0.9992260471082867,0.0007739528917133365,0.006318251478557523
0,1,9.952589640054678e-56,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999997052515947,2.947484054313663e-07,0.9999997052515947,2.9474840534948754e-07,4.726920491946893e-06
0,1,2.2498956425575428e-117,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999931855212,6.8144787438021775e-09,0.9999999931855212,6.8144787590540545e-09,1.34953410837988e-07
0,1,9.893641527172072e-32,1.0,1.0,0.0,-1.000088900581841e-12
0,1,3.448460514855676e-21,1.0,1.0,0.0,-1.0000888052973557e-12
1,0,0.9999939752831818,6.02471681861183e-06,0.9999939752831818,6.024716818209264e-06,7.843962441775859e-05
0,1,2.6169948295325416e-87,1.0,1.0,0.0,-1.000088900581841e-12
0,0,0.9999999930383048,6.961694452857616e-09,0.9999999930383048,6.96169522029777e-09,1.37720108768957e-07
1,0,1.0,2.237044332099294e-16,1.0,0.0,-9.939077687021674e-13
1,0,0.9999999999895994,1.0401178849273325e-11,0.9999999999895994,1.0400569294688466e-11,2.7148226056393784e-10
0,1,1.8358049180909699e-29,1.0,1.0,0.0,-1.0000889005818404e-12
1,0,0.9999999999999876,1.2533357365784046e-14,0.9999999999999876,1.2434497875801753e-14,-6.415010494726127e-13
1,0,1.0,2.5274694430446107e-19,1.0,0.0,-1.00008191692575e-12
0,1,6.3021515647428644e-30,1.0,1.0,0.0,-1.0000889005818408e-12
1,0,0.9999999999999787,2.0472197248424336e-14,0.9999999999999787,2.1316282072803006e-14,-4.1351978251522597e-13
1,0,0.999999987757862,1.2242137594100084e-08,0.999999987757862,1.224213797001994e-08,2.3527207634903115e-07
1,0,1.0,2.2460955656684484e-16,1.0,0.0,-9.938827596252913e-13
1,0,0.9999999998069136,1.9308721354809552e-10,0.9999999998069136,1.9308643572912843e-10,4.51004049559988e-09
0,1,9.063661833836518e-28,1.0,1.0,0.0,-1.000088900581816e-12
1,1,0.0011247145292460718,0.9988752854707541,0.9988752854707541,0.001124714529245896,0.008761147668379776
1,0,0.9999992291961513,7.708038496473596e-07,0.9999992291961513,7.708038487486135e-07,1.1620506971886506e-05
1,0,0.9999999999045102,9.548908217918138e-11,0.9999999999045102,9.548983825879986e-11,2.29662004262315e-09
1,0,1.0,4.536101326396588e-20,1.0,0.0,-1.0000876472107277e-12
1,0,0.9999999929840122,7.0159869445577585e-09,0.9999999929840122,7.015987790737199e-09,1.3873966503250607e-07
1,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999999999964,2.5197949335943096e-15,0.9999999999999964,3.552713678800501e-15,-9.269180212654556e-13
1,0,0.9991843217259897,0.000815678274010387,0.9991843217259897,0.0008156782740103008,0.00661603385574321
1,0,0.9999999998659845,1.3401535054217908e-10,0.9999999998659845,1.340154653917125e-10,3.178599111542206e-09
0,1,3.8027281518136974e-75,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9954588483376505,0.004541151662349153,0.9954588483376505,0.004541151662349474,0.029028406531665146
1,0,0.9999999999832632,1.6737774916262875e-11,0.9999999999832632,1.673683414082916e-11,4.3008590696787247e-10
1,0,1.0,4.0290490551285297e-16,1.0,0.0,-9.889563889295735e-13
1,0,0.9999999999984892,1.5108425627265456e-12,0.9999999999984892,1.510791491909913e-12,4.086602693588253e-11
0,1,1.109143221271713e-135,1.0,1.0,0.0,-1.000088900581841e-12
0,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999995241708,4.758300390633138e-10,0.9999999995241708,4.758291538564663e-10,1.0687978994311255e-08
0,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999955993388,4.400660393606005e-09,0.9999999955993388,4.400661168801889e-09,8.907401762426667e-08
1,0,0.9999999999999876,1.2879066942375289e-14,0.9999999999999876,1.2434497875801753e-14,-6.319574433886576e-13
0,1,4.3220711460181705e-27,1.0,1.0,0.0,-1.0000889005817216e-12
0,1,1.0794034053312566e-173,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999996056079,3.9439204339489364e-10,0.9999999996056079,3.943920745541618e-10,8.932430755690317e-09
1,0,0.9999999999956231,4.3768890899405235e-12,0.9999999999956231,4.376943252282217e-12,1.1695247146067894e-10
0,1,5.131833816688685e-15,0.9999999999999947,0.9999999999999947,5.329070518200751e-15,-8.529882898846399e-13
0,1,1.3306550354783807e-35,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999999999982,1.6313773529179272e-15,0.9999999999999982,1.7763568394002505e-15,-9.53238580879476e-13
1,0,1.0,4.767139734998143e-27,1.0,0.0,-1.0000889005817093e-12
1,0,1.0,2.293017200160732e-25,1.0,0.0,-1.000088900575505e-12
1,1,3.642445793386531e-15,0.9999999999999964,0.9999999999999964,3.552713678800501e-15,-8.959049335793113e-13
0,1,4.699970273420667e-06,0.9999953000297266,0.9999953000297266,4.699970273414067e-06,6.235897810237992e-05
1,0,0.9999999999999982,2.2822027794945312e-15,0.9999999999999982,1.7763568394002505e-15,-9.352581530665812e-13
1,0,0.9999999999938609,6.1386011076958626e-12,0.9999999999938609,6.139089236967266e-12,1.6268940437412263e-10
0,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
0,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
0,1,2.7240371659490254e-66,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999997710454,2.2895463991248707e-10,0.9999999997710454,2.2895463303029828e-10,5.309176813524589e-09
0,1,6.944446643170332e-08,0.9999999305555336,0.9999999305555336,6.94444663995597e-08,1.2140774408674175e-06
1,0,1.0,2.7290106138684525e-21,1.0,0.0,-1.0000888251764911e-12
0,1,1.885560346591188e-40,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999961592287,3.8407707952469135e-09,0.9999999961592287,3.840771256591324e-09,7.826366376612931e-08
1,0,0.9999999999992912,7.086362888219394e-13,0.9999999999992912,7.087663789206999e-13,1.890940842440813e-11
1,0,0.9999999999992184,7.808952329325172e-13,0.9999999999992184,7.815970093361102e-13,2.0907773507209047e-11
0,1,3.0177525002522506e-87,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.999999986760665,1.3239334946236696e-08,0.999999986760665,1.3239334961667737e-08,2.533998441926539e-07
1,0,1.0,9.771099052854244e-97,1.0,0.0,-1.000088900581841e-12
0,1,2.3355716827776523e-09,0.9999999976644283,0.9999999976644283,2.3355717360118433e-09,4.875308052055526e-08
0,1,8.995809970607988e-11,0.9999999999100417,0.9999999999100417,8.995826306090748e-11,2.1688455185559882e-09
1,0,0.9999999999865921,1.3406887326763258e-11,0.9999999999865921,1.340794142379309e-11,3.470883115283646e-10
0,1,6.435925162033043e-07,0.999999356407483,0.999999356407483,6.435925169467893e-07,9.81877397148998e-06
0,1,3.099104316641631e-48,1.0,1.0,0.0,-1.000088900581841e-12
0,1,1.4186999135480836e-140,1.0,1.0,0.0,-1.000088900581841e-12
0,1,4.5474096806254156e-45,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999885704334,1.1429566775731214e-08,0.9999999885704334,1.1429566626475207e-08,2.2044076588529208e-07
0,1,1.67909758361968e-08,0.999999983209024,0.999999983209024,1.6790976054004147e-08,3.1738814891342357e-07
0,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
0,1,1.4116783909897843e-85,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999995205468041,4.794531957836966e-07,0.9999995205468041,4.794531959229076e-07,7.455792128651667e-06
0,1,2.0003408287148742e-06,0.9999979996591707,0.9999979996591707,2.00034082931122e-06,2.8249195203950955e-05
1,0,1.0,1.4409601761266221e-18,1.0,0.0,-1.0000490853828636e-12
0,1,3.5963393102318475e-25,1.0,1.0,0.0,-1.000088900571904e-12
1,1,1.544019316997334e-08,0.999999984559807,0.999999984559807,1.544019301302768e-08,2.9315001246495083e-07
1,0,0.999997433707851,2.566292149255248e-06,0.999997433707851,2.566292149008831e-06,3.560229001567501e-05
0,1,1.7591437304523654e-149,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999999627569,3.724439764547621e-11,0.9999999999627569,3.724309749486565e-11,9.296253810388054e-10
0,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
0,1,3.0657393779305195e-82,1.0,1.0,0.0,-1.000088900581841e-12
0,1,1.371176724150175e-06,0.9999986288232762,0.9999986288232762,1.3711767238300254e-06,1.9881841904776625e-05
0,0,0.9996771031385224,0.0003228968614774501,0.9996771031385224,0.0003228968614775729,0.002918347041726853
1,0,0.9999901054209707,9.894579029322522e-06,0.9999901054209707,9.894579029334771e-06,0.00012391494227828825
1,0,0.9999999999997797,2.200591841873644e-13,0.9999999999997797,2.2026824808563106e-13,5.2568696796178576e-12
0,1,1.1889741489294487e-255,1.0,1.0,0.0,-1.000088900581841e-12
0,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999999446914,5.5308086344098257e-11,0.9999999999446914,5.53086465515662e-11,1.3595896256450697e-09
1,0,0.9999999993761435,6.238567840288566e-10,0.9999999993761435,6.23856521997368e-10,1.3844564446549512e-08
1,0,1.0,3.924073898450733e-16,1.0,0.0,-9.892464376603408e-13
0,1,3.5131326962377674e-23,1.0,1.0,0.0,-1.0000888996111266e-12
1,0,0.9999999358767638,6.412323681669397e-08,0.9999999358767638,6.412323616533655e-08,1.1261597167784719e-06
1,0,0.9999981584876929,1.8415123067656947e-06,0.9999981584876929,1.8415123070880668e-06,2.6158537595803952e-05
1,0,0.9999999999999982,9.423186056241402e-16,0.9999999999999982,1.7763568394002505e-15,-9.72276205998752e-13
1,0,0.9991277423957102,0.0008722576042896687,0.9991277423957102,0.0008722576042897723,0.007016431011913806
1,0,0.9994809697265195,0.0005190302734804566,0.9994809697265195,0.0005190302734805474,0.004444606118514163
0,1,3.308912617600139e-10,0.9999999996691091,0.9999999996691091,3.3089087025928166e-10,7.551994291393825e-09
0,1,3.08441216397599e-38,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999999998339,1.6623946591832128e-13,0.9999999999998339,1.6608936448392342e-13,3.733801613703392e-12
1,0,0.9999999999999911,8.63131144665911e-15,0.9999999999999911,8.881784197001252e-15,-7.527893474051467e-13
0,1,3.3199502586177497e-150,1.0,1.0,0.0,-1.000088900581841e-12
1,0,1.0,9.536145570100193e-20,1.0,0.0,-1.000086265647454e-12
1,0,0.9999999858317672,1.4168232123365883e-08,0.9999999858317672,1.4168232809197434e-08,2.7021825777926753e-07
0,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
0,1,5.259818114568782e-89,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999997419967851,2.58003214929335e-07,0.9999997419967851,2.5800321490354605e-07,4.171985751180395e-06
0,1,1.1392172432334897e-54,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.999999999836902,1.6309730656201044e-10,0.999999999836902,1.630979795663734e-10,3.836771902769485e-09
1,0,0.9999999999961044,3.8953185601429585e-12,0.9999999999961044,3.895550548804749e-12,1.0434034801843263e-10
1,1,7.087478445059008e-13,0.9999999999992912,0.9999999999992912,7.087663789206999e-13,1.8912384789835575e-11
1,0,0.9999999965855135,3.4144867838836167e-09,0.9999999965855135,3.4144864713425704e-09,6.997872131256276e-08
0,1,1.9546641410523869e-81,1.0,1.0,0.0,-1.000088900581841e-12
1,0,1.0,7.708571309158134e-20,1.0,0.0,-1.0000867706248808e-12
1,0,0.9999999999164171,8.358205163672774e-11,0.9999999999164171,8.358291836429999e-11,2.0211264574183122e-09
1,1,4.9226902503119555e-14,0.9999999999999503,0.9999999999999503,4.973799150320701e-14,4.0747314309968425e-13
1,0,0.9999999999988223,1.1772403852689028e-12,0.9999999999988223,1.177724584522366e-12,3.179013911902395e-11
1,0,0.9999999999915516,8.449076179548701e-12,0.9999999999915516,8.448353128187591e-12,2.219290539374384e-10
0,1,1.8555603850684664e-289,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999999999218,7.968449653069644e-14,0.9999999999999218,7.815970093361102e-14,1.2737254866474588e-12
0,1,6.144826298355501e-225,1.0,1.0,0.0,-1.000088900581841e-12
0,1,5.041298679641485e-18,1.0,1.0,0.0,-9.999496043769868e-13
0,1,2.186922391117705e-270,1.0,1.0,0.0,-1.000088900581841e-12
0,0,0.9999457172311859,5.428276881393033e-05,0.9999457172311859,5.428276881414007e-05,0.0005874088524615423
0,1,1.1031760507294295e-272,1.0,1.0,0.0,-1.000088900581841e-12
0,1,1.7940027120821605e-61,1.0,1.0,0.0,-1.000088900581841e-12
0,1,1.686056654889116e-259,1.0,1.0,0.0,-1.000088900581841e-12
0,1,1.7854017359318963e-36,1.0,1.0,0.0,-1.000088900581841e-12
0,1,8.543405649052143e-171,1.0,1.0,0.0,-1.000088900581841e-12
0,1,3.919487164094724e-09,0.999999996080513,0.999999996080513,3.919486957215668e-09,7.978819564553888e-08
0,1,3.681803326598361e-57,1.0,1.0,0.0,-1.000088900581841e-12
0,0,0.999972151470304,2.7848529696143618e-05,0.999972151470304,2.7848529695950752e-05,0.00031994385956981197
0,1,5.985842940272231e-59,1.0,1.0,0.0,-1.000088900581841e-12
0,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999999777378,2.226211980608065e-11,0.9999999999777378,2.226219208978364e-11,5.663322930443004e-10
1,0,0.9999999998673754,1.3262431106139812e-10,0.9999999998673754,1.326245779864621e-10,3.1469694645742e-09
1,0,0.9999999992293613,7.706388545049013e-10,0.9999999992293613,7.706386639938501e-10,1.6939571903241243e-08
1,0,0.9999999998612545,1.3874568039251858e-10,0.9999999998612545,1.3874545956582551e-10,3.286051036418399e-09
1,0,0.9999999999936371,6.362300782969199e-12,0.9999999999936371,6.362910198731697e-12,1.6845827734259165e-10
1,0,0.999999999997403,2.596664332498178e-12,0.999999999997403,2.597033699203166e-12,7.002179471216602e-11
0,1,0.0,1.0,1.0,0.0,-1.000088900581841e-12
1,0,1.0,1.235754282723503e-21,1.0,0.0,-1.0000888664366882e-12
0,1,2.809996059748213e-14,0.9999999999999718,0.9999999999999718,2.8199664825478976e-14,-1.962373484854061e-13
1,0,1.0,7.844669967193875e-21,1.0,0.0,-1.0000886838255996e-12
1,0,1.0,7.535429164442079e-18,1.0,0.0,-9.998806890362632e-13
0,1,5.727568217824906e-26,1.0,1.0,0.0,-1.0000889005802583e-12
1,0,0.9999999993893898,6.106102509176375e-10,0.9999999993893898,6.106102290459603e-10,1.3563661466496144e-08
1,0,0.9999999991694146,8.305858329613391e-10,0.9999999991694146,8.305853782530903e-10,1.819521368663893e-08
0,1,9.820280724616166e-148,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.9999999999981093,1.8906389313709983e-12,0.9999999999981093,1.8907098109366416e-12,5.112414536596685e-11
0,1,8.453054706201781e-56,1.0,1.0,0.0,-1.000088900581841e-12
0,1,4.5257839340823765e-26,1.0,1.0,0.0,-1.0000889005805905e-12
1,0,0.9999999705442515,2.945574865392968e-08,0.9999999705442515,2.9455748506990176e-08,5.402275270899503e-07
1,0,0.9999999999999964,2.1043240954184934e-15,0.9999999999999964,3.552713678800501e-15,-9.383959869150363e-13
1,1,4.760711358828936e-05,0.999952392886412,0.999952392886412,4.760711358797742e-05,0.0005214171266079985
1,0,0.9999999999999858,1.3580938824623943e-14,0.9999999999999858,1.4210854715202004e-14,-6.108060391069472e-13
1,0,0.9999995416717538,4.5832824490660344e-07,0.9999995416717538,4.583282462444771e-07,7.147938638584747e-06
1,0,0.9999999999999982,1.2405166344511953e-15,0.9999999999999982,1.7763568394002505e-15,-9.64037340349064e-13
1,1,2.2319278977704533e-85,1.0,1.0,0.0,-1.000088900581841e-12
1,0,0.91101995240635,0.08898004759365004,0.91101995240635,0.08898004759364997,0.3001716527828158
1,0,0.999998895860408,1.1041395922238752e-06,0.999998895860408,1.1041395919786368e-06,1.6249006061546342e-05
