,radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst
perimeter_se,0.006159146188730538,0.06630550810087575,0.008425624886863922,0.006657863018128203,0.0644454525443397,0.04572619906246868,0.027505822754910852,0.03879794567674617,0.0785462838283851,0.028785849581455955,0.15477696854371634,0.15310401308381413,0.15081290492917815,0.07108180375199792,0.10337368664459785,0.0745254745518866,0.045968913746697836,0.12959164038120466,0.09952831694917098,0.06980005432400918,0.010962201389299939,0.019833519379995564,0.013613700262831664,0.008108228617761545,-0.02959511640542837,-0.0029608093982907905,-0.01008712291976911,0.0023346823063467915,-0.03733258833131413,-0.02551891835787171
area_se,0.03564101077028393,0.037000371640263714,0.034497703400175814,0.027963060870875207,0.017201487649816324,0.012825979366396364,0.01295857169110681,0.02698738107736709,0.024738889804317547,-0.029965334996759282,0.0794814909575582,0.06162244220169093,0.07108180375199792,0.04252844220829018,0.014106428619056725,0.0156698540111477,0.01089008612614257,0.058899586280157235,0.021618512180452094,0.006797435016651123,0.03170434420873662,0.013306352646488268,0.029500333142055895,0.02275313594889381,-0.03187025893929519,-0.008685089496395501,-0.0054972240925645855,0.009665424008234962,-0.02823358811131384,-0.03795576365427614
smoothness_se,-0.27890780336239684,0.042782670862487986,-0.25860414264913817,-0.20542340328264383,0.39726418056340923,0.14985597168247425,0.05083375654335367,0.02794260739589049,0.26924143687816926,0.497242178424524,0.12103752492215233,0.41449152065516615,0.10337368664459785,0.01410642861905672,1.0368674227372607,0.28059328248733806,0.13931559118220202,0.24464848081529647,0.4260648849769208,0.41980802319855115,-0.23492446852640003,-0.020630707640658923,-0.22431307330165962,-0.16166377014607325,0.4350435091308856,-0.012698594394656764,-0.05499742333077075,-0.08582698284257317,-0.008259502145218277,0.20509198000926926
compactness_se,-0.044185555750092274,0.02823622680300233,-0.02558617612323926,-0.03291426686304098,0.12466749733751505,0.27386314752176566,0.1714234373692632,0.10534694446699813,0.13430357579344937,0.3048808645531572,0.05433579678806519,0.08287286928269225,0.0745254745518866,0.0156698540111477,0.2805932824873381,0.47739309688586884,0.32560023151547585,0.357237823237114,0.11090191240547274,0.4011499853203787,-0.04051090978869904,-0.006595045361927776,-0.018698166858340064,-0.027884472407402123,0.09197469879552288,0.22614821357105805,0.1784061586583884,0.1211838313681302,0.00047939594913177787,0.2437671502014165
concavity_se,-0.006032641839231885,0.040209938253707174,0.006249431521650842,-0.0040213250681088745,0.057246157168201424,0.18879456857925725,0.16486177551429657,0.09315219183921641,0.056980728997596895,0.16269624878484568,0.024892829672750055,0.044219811740888765,0.045968913746697836,0.010890086126142569,0.13931559118220202,0.32560023151547585,0.3071978919137471,0.2981024128576041,0.030369399034302542,0.23521927928774394,-0.007904706891519776,0.026144973702299984,0.007748449789552371,-0.004801056876209257,0.06003769943836789,0.1701285204322461,0.19561303295716778,0.1275173254966405,-0.008796407624203983,0.15593835457969774
concave points_se,0.052661911686081565,-0.0018250517145213339,0.06593493858511848,0.03711275122060969,0.2586298512256932,0.2671796530199118,0.19472300462749176,0.2140939776380435,0.15742107807833342,0.18204984237269717,0.1162170887918876,0.0930247709663995,0.12959164038120466,0.05889958628015723,0.24464848081529644,0.357237823237114,0.2981024128576041,0.578441328531351,0.07935127582290136,0.2559270084199924,0.03068720122557296,-0.050952237104184395,0.045397121665345284,0.01910830284482315,0.12299529579408537,0.1575254616034345,0.15991214040212043,0.23643667702027824,-0.04945566016362945,0.10441049891494898
symmetry_se,-0.17415289232882328,0.05759828192376396,-0.16498933086925555,-0.12922825055793677,0.13224356871046916,0.01663116418135954,-0.021026275424985683,-0.03919230805884371,0.2874024252364013,0.21098320472281565,0.10884626124139408,0.35631326185498374,0.09952831694917098,0.021618512180452094,0.4260648849769208,0.11090191240547274,0.030369399034302545,0.07935127582290136,0.6620606734533054,0.17944037867847865,-0.1547169828745999,-0.04132233558322874,-0.14837619151656808,-0.10714685592698474,0.004030781344544033,-0.0854601486418514,-0.1109972651421777,-0.14556541413304594,0.15829682564542089,-0.006037864828361388
fractal_dimension_se,-0.1348751160543174,-0.012420783589768001,-0.11564500366671412,-0.10008024040123255,0.202391940900206,0.23634691115395842,0.11442999401231152,0.05707218795104301,0.1623422363487216,0.4761878623999681,0.06787060169578019,0.13738951625305634,0.0698000543240092,0.006797435016651125,0.41980802319855115,0.4011499853203787,0.23521927928774394,0.2559270084199924,0.17944037867847862,0.5686911812256228,-0.11442114762948276,-0.055420545272348305,-0.09820022298425425,-0.0793877908983249,0.15757528183897354,0.15128355014945868,0.08929428254802188,0.029108007678384073,-0.009487700894532752,0.3552696921454938
radius_worst,0.2019717556571332,0.009389001798883797,0.1937547105247841,0.15220498120087025,-0.06091550713172072,0.022299039219024812,0.039199226363285364,0.07627513384323846,-0.06471003393763339,-0.19848748168288866,0.009633568003793757,-0.13466545183877798,0.010962201389299939,0.03170434420873662,-0.23492446852640003,-0.040510909788699055,-0.007904706891519776,0.03068720122557296,-0.1547169828745999,-0.11442114762948277,0.16927376724660864,0.021361277969866,0.1630793281732375,0.11850070598985588,-0.07867320316987055,0.044303750416695854,0.06264051720971558,0.11733304368280781,-0.013534924352939966,-0.08187566134384516
texture_worst,0.0052681082984041075,0.7904763325523261,0.0029235432943465448,0.004872782869524401,-0.17994630606117684,-0.0447361666714376,0.006708044338225723,-0.035146738496952,-0.07188919928883848,-0.11961311725783197,0.019178604495305496,0.522299922557456,0.019833519379995567,0.013306352646488268,-0.020630707640658916,-0.006595045361927776,0.026144973702299977,-0.050952237104184395,-0.041322335583228745,-0.055420545272348305,0.021361277969866,0.8385727301983007,0.01932586399621205,0.01582697408815192,-0.0431006147188912,0.015867851693025466,0.04667174255937909,0.005664914699650284,-0.001183050403519866,-0.029166593546195337
perimeter_worst,0.19462370846063284,0.006292060378847576,0.187965739746386,0.1465300372647158,-0.047766576183458725,0.03967845863845467,0.04862833409544292,0.08165157273996518,-0.055146742444766125,-0.17612225593469763,0.007281284333538848,-0.13522209640619035,0.01361370026283166,0.029500333142055895,-0.22431307330165962,-0.018698166858340064,0.007748449789552368,0.045397121665345284,-0.14837619151656808,-0.09820022298425425,0.16307932817323748,0.01932586399621205,0.16017390054142824,0.11410012689725231,-0.06536213158012028,0.06197290850406797,0.07611367735829373,0.12697053790977525,-0.005090309213193245,-0.06248029530655072
area_worst,0.1411091130842495,0.008042541757709427,0.13526545319529124,0.10736003676551527,-0.048522026019152904,0.013327259923296635,0.027623334457682686,0.052201006320481115,-0.04655221109795856,-0.13965486667263113,0.007307962718856796,-0.09242754305592962,0.008108228617761542,0.02275313594889381,-0.16166377014607325,-0.027884472407402123,-0.004801056876209254,0.01910830284482315,-0.10714685592698474,-0.0793877908983249,0.11850070598985588,0.01582697408815192,0.11410012689725231,0.08387826366695343,-0.058360729346696706,0.030069827914424568,0.04426184305538401,0.08044240925474697,-0.010841162018616847,-0.05793890514446166
smoothness_worst,-0.12429258021300553,-0.14815724555124038,-0.10505852998033903,-0.0967985185148393,0.6762010108242686,0.2681179954597906,0.09693420766228583,0.12425385570929022,0.249248490567047,0.44301976542297106,-0.02972591233507314,-0.07127410319125306,-0.02959511640542837,-0.03187025893929519,0.4350435091308856,0.09197469879552289,0.0600376994383679,0.12299529579408537,0.004030781344544033,0.15757528183897354,-0.07867320316987055,-0.04310061471889119,-0.06536213158012028,-0.0583607293466967,0.7879564501350672,0.18493157885514458,0.13663187681788644,0.18132511808931628,0.2239335792469893,0.34692433441870063
compactness_worst,0.04129343500948709,-0.023118904137705634,0.053059064601695564,0.02929480988027893,0.1432155598065297,0.23083133138783654,0.13519624173768743,0.1082842682495824,0.07306727979607332,0.17205906212765246,-0.028055731797747147,-0.12071620179636365,-0.0029608093982907914,-0.008685089496395501,-0.012698594394656768,0.22614821357105805,0.1701285204322461,0.1575254616034345,-0.0854601486418514,0.15128355014945868,0.044303750416695854,0.015867851693025476,0.06197290850406797,0.030069827914424564,0.18493157885514458,0.2557771891358247,0.21490417497271952,0.19632691740495914,0.09921332082606119,0.23676671828942858
concavity_worst,0.06565207515916256,0.0012199133457238866,0.07381004333250193,0.04916756419977495,0.06806031863453796,0.17375472044324433,0.15428559200864972,0.11125605988265974,0.027924830023629683,0.0759155311902682,-0.03266338318671254,-0.1032313349740197,-0.01008712291976911,-0.0054972240925645855,-0.054997423330770755,0.1784061586583884,0.19561303295716778,0.15991214040212043,-0.11099726514217773,0.08929428254802188,0.06264051720971558,0.04667174255937909,0.07611367735829372,0.04426184305538401,0.13663187681788644,0.21490417497271957,0.24722979713845977,0.20317654838192312,0.07209235426945826,0.1676642360722469
concave points_worst,0.13307244089358028,-0.04443216121121866,0.13841885747043486,0.097873435710974,0.16447503024248722,0.19191031774446948,0.14289414108943924,0.1775386004005235,0.04850304248347263,0.030359177890394228,-0.015792161666282247,-0.15710833237971933,0.002334682306346791,0.009665424008234964,-0.08582698284257319,0.1211838313681302,0.1275173254966405,0.23643667702027824,-0.14556541413304594,0.029108007678384066,0.11733304368280781,0.005664914699650284,0.12697053790977525,0.08044240925474697,0.18132511808931634,0.19632691740495914,0.20317654838192312,0.28619430690876896,0.07572092976392125,0.11902511222174701
symmetry_worst,-0.03797770356896148,-0.06326660402291762,-0.03197053812538268,-0.02951585153008761,0.1477980858515658,0.07479229745323988,0.01547292758010877,0.012925535876408477,0.3607086799728183,0.10013557811536893,-0.04448085487403848,-0.14815531528034712,-0.03733258833131413,-0.02823358811131384,-0.008259502145218275,0.0004793959491317791,-0.008796407624203981,-0.049455660163629456,0.15829682564542089,-0.00948770089453275,-0.013534924352939966,-0.0011830504035198709,-0.005090309213193245,-0.010841162018616846,0.2239335792469893,0.09921332082606119,0.07209235426945824,0.07572092976392128,0.4283753793741398,0.12873983145505424
fractal_dimension_worst,-0.11689339131407257,-0.07558120178190908,-0.09819934816286122,-0.0886576926485053,0.26763266958734067,0.24466785543908212,0.1046520655261922,0.05898538663588873,0.13008174630023847,0.4689871531224541,-0.042005196739042065,-0.07118612644121584,-0.025518918357871706,-0.03795576365427614,0.2050919800092693,0.2437671502014165,0.15593835457969774,0.10441049891494898,-0.00603786482836139,0.3552696921454938,-0.08187566134384516,-0.029166593546195333,-0.06248029530655072,-0.05793890514446166,0.34692433441870063,0.23676671828942858,0.1676642360722469,0.11902511222174701,0.1287398314550542,0.45789103599957637
