Cluster1_Probability,Cluster2_Probability
3.711176508699044e-99,1.0
0.0,1.0
0.9999999968742639,3.125735873154087e-09
0.9999999998721325,1.2786800519773473e-10
0.9999999998097913,1.902102430192672e-10
0.0007739528917130613,0.9992260471082867
9.952589640054678e-56,1.0
0.9999997052515947,2.947484054313663e-07
2.2498956425575428e-117,1.0
0.9999999931855212,6.8144787438021775e-09
9.893641527172072e-32,1.0
3.448460514855676e-21,1.0
0.9999939752831818,6.02471681861183e-06
2.6169948295325416e-87,1.0
0.9999999930383048,6.961694452857616e-09
1.0,2.237044332099294e-16
0.9999999999895994,1.0401178849273325e-11
1.8358049180909699e-29,1.0
0.9999999999999876,1.2533357365784046e-14
1.0,2.5274694430446107e-19
6.3021515647428644e-30,1.0
0.9999999999999787,2.0472197248424336e-14
0.999999987757862,1.2242137594100084e-08
1.0,2.2460955656684484e-16
0.9999999998069136,1.9308721354809552e-10
9.063661833836518e-28,1.0
0.0011247145292460718,0.9988752854707541
0.9999992291961513,7.708038496473596e-07
0.9999999999045102,9.548908217918138e-11
1.0,4.536101326396588e-20
0.9999999929840122,7.0159869445577585e-09
0.0,1.0
0.9999999999999964,2.5197949335943096e-15
0.9991843217259897,0.000815678274010387
0.9999999998659845,1.3401535054217908e-10
3.8027281518136974e-75,1.0
0.9954588483376505,0.004541151662349153
0.9999999999832632,1.6737774916262875e-11
1.0,4.0290490551285297e-16
0.9999999999984892,1.5108425627265456e-12
1.109143221271713e-135,1.0
0.0,1.0
0.9999999995241708,4.758300390633138e-10
0.0,1.0
0.9999999955993388,4.400660393606005e-09
0.9999999999999876,1.2879066942375289e-14
4.3220711460181705e-27,1.0
1.0794034053312566e-173,1.0
0.9999999996056079,3.9439204339489364e-10
0.9999999999956231,4.3768890899405235e-12
5.131833816688685e-15,0.9999999999999947
1.3306550354783807e-35,1.0
0.9999999999999982,1.6313773529179272e-15
1.0,4.767139734998143e-27
1.0,2.293017200160732e-25
3.642445793386531e-15,0.9999999999999964
4.699970273420667e-06,0.9999953000297266
0.9999999999999982,2.2822027794945312e-15
0.9999999999938609,6.1386011076958626e-12
0.0,1.0
0.0,1.0
2.7240371659490254e-66,1.0
0.9999999997710454,2.2895463991248707e-10
6.944446643170332e-08,0.9999999305555336
1.0,2.7290106138684525e-21
1.885560346591188e-40,1.0
0.9999999961592287,3.8407707952469135e-09
0.9999999999992912,7.086362888219394e-13
0.9999999999992184,7.808952329325172e-13
3.0177525002522506e-87,1.0
0.999999986760665,1.3239334946236696e-08
1.0,9.771099052854244e-97
2.3355716827776523e-09,0.9999999976644283
8.995809970607988e-11,0.9999999999100417
0.9999999999865921,1.3406887326763258e-11
6.435925162033043e-07,0.999999356407483
3.099104316641631e-48,1.0
1.4186999135480836e-140,1.0
4.5474096806254156e-45,1.0
0.9999999885704334,1.1429566775731214e-08
1.67909758361968e-08,0.999999983209024
0.0,1.0
1.4116783909897843e-85,1.0
0.9999995205468041,4.794531957836966e-07
2.0003408287148742e-06,0.9999979996591707
1.0,1.4409601761266221e-18
3.5963393102318475e-25,1.0
1.544019316997334e-08,0.999999984559807
0.999997433707851,2.566292149255248e-06
1.7591437304523654e-149,1.0
0.9999999999627569,3.724439764547621e-11
0.0,1.0
3.0657393779305195e-82,1.0
1.371176724150175e-06,0.9999986288232762
0.9996771031385224,0.0003228968614774501
0.9999901054209707,9.894579029322522e-06
0.9999999999997797,2.200591841873644e-13
1.1889741489294487e-255,1.0
0.0,1.0
0.9999999999446914,5.5308086344098257e-11
0.9999999993761435,6.238567840288566e-10
1.0,3.924073898450733e-16
3.5131326962377674e-23,1.0
0.9999999358767638,6.412323681669397e-08
0.9999981584876929,1.8415123067656947e-06
0.9999999999999982,9.423186056241402e-16
0.9991277423957102,0.0008722576042896687
0.9994809697265195,0.0005190302734804566
3.308912617600139e-10,0.9999999996691091
3.08441216397599e-38,1.0
0.9999999999998339,1.6623946591832128e-13
0.9999999999999911,8.63131144665911e-15
3.3199502586177497e-150,1.0
1.0,9.536145570100193e-20
0.9999999858317672,1.4168232123365883e-08
0.0,1.0
5.259818114568782e-89,1.0
0.9999997419967851,2.58003214929335e-07
1.1392172432334897e-54,1.0
0.999999999836902,1.6309730656201044e-10
0.9999999999961044,3.8953185601429585e-12
7.087478445059008e-13,0.9999999999992912
0.9999999965855135,3.4144867838836167e-09
1.9546641410523869e-81,1.0
1.0,7.708571309158134e-20
0.9999999999164171,8.358205163672774e-11
4.9226902503119555e-14,0.9999999999999503
0.9999999999988223,1.1772403852689028e-12
0.9999999999915516,8.449076179548701e-12
1.8555603850684664e-289,1.0
0.9999999999999218,7.968449653069644e-14
6.144826298355501e-225,1.0
5.041298679641485e-18,1.0
2.186922391117705e-270,1.0
0.9999457172311859,5.428276881393033e-05
1.1031760507294295e-272,1.0
1.7940027120821605e-61,1.0
1.686056654889116e-259,1.0
1.7854017359318963e-36,1.0
8.543405649052143e-171,1.0
3.919487164094724e-09,0.999999996080513
3.681803326598361e-57,1.0
0.999972151470304,2.7848529696143618e-05
5.985842940272231e-59,1.0
0.0,1.0
0.9999999999777378,2.226211980608065e-11
0.9999999998673754,1.3262431106139812e-10
0.9999999992293613,7.706388545049013e-10
0.9999999998612545,1.3874568039251858e-10
0.9999999999936371,6.362300782969199e-12
0.999999999997403,2.596664332498178e-12
0.0,1.0
1.0,1.235754282723503e-21
2.809996059748213e-14,0.9999999999999718
1.0,7.844669967193875e-21
1.0,7.535429164442079e-18
5.727568217824906e-26,1.0
0.9999999993893898,6.106102509176375e-10
0.9999999991694146,8.305858329613391e-10
9.820280724616166e-148,1.0
0.9999999999981093,1.8906389313709983e-12
8.453054706201781e-56,1.0
4.5257839340823765e-26,1.0
0.9999999705442515,2.945574865392968e-08
0.9999999999999964,2.1043240954184934e-15
4.760711358828936e-05,0.999952392886412
0.9999999999999858,1.3580938824623943e-14
0.9999995416717538,4.5832824490660344e-07
0.9999999999999982,1.2405166344511953e-15
2.2319278977704533e-85,1.0
0.91101995240635,0.08898004759365004
0.999998895860408,1.1041395922238752e-06
0.9999999999862847,1.3715143432578914e-11
0.9999999999936655,6.33371110373804e-12
0.9999999999934239,6.575985251761752e-12
0.9999999999999982,9.356162940826706e-16
1.0,5.89669476564515e-16
0.9999999998441726,1.558281290054729e-10
1.0,3.759824303573269e-18
1.2680846268542493e-298,1.0
0.9999999993205879,6.794120388796399e-10
3.620034593228236e-195,1.0
0.9999999999999947,5.425672264174673e-15
0.9999999999992397,7.592967690503053e-13
0.9999999999999982,2.5771222833863727e-15
0.9999999997883862,2.1161369547151288e-10
1.0,1.0284781791844345e-25
0.9999999999983924,1.607517138726817e-12
0.9999999999938858,6.114677589471987e-12
0.999999999955886,4.411488583886271e-11
0.9999999993421529,6.5784763268171e-10
0.9999999997042437,2.957556049125953e-10
0.9999999999984173,1.5835842002850772e-12
1.0,1.1553765734528442e-63
0.9999999999997584,2.421642976431526e-13
0.9999999999999982,1.8596661330974134e-15
1.0150547831819224e-62,1.0
7.575905037476855e-21,1.0
1.0,2.681304110749366e-23
0.9999998830196158,1.169803841639e-07
3.047713933232065e-77,1.0
0.9999999999392202,6.078027542285413e-11
6.131206383465762e-287,1.0
0.9999999999256168,7.438355046323341e-11
0.9999999999996128,3.8563331710393884e-13
0.9999999997108375,2.8916190766771793e-10
0.9999999999999716,2.971821485442119e-14
1.7053523199063346e-12,0.9999999999982947
1.2789626022638447e-37,1.0
0.00015709629575801748,0.9998429037042419
0.9999985357258314,1.4642741682882906e-06
1.0,1.0414160931442045e-20
0.9999999999994742,5.250872104252839e-13
0.9999999999931184,6.8800211524853036e-12
4.826886775930664e-53,1.0
0.9999999891027809,1.0897219079889832e-08
1.318909515263642e-261,1.0
1.0,3.4251267536265386e-17
0.0,1.0
0.9999990372979981,9.627020021031e-07
0.9999999988930988,1.10690118787085e-09
0.9999999997900044,2.0999561032578858e-10
1.431681533931327e-56,1.0
0.9999999999999787,2.2134074897144763e-14
1.0,1.1530489175174834e-17
0.9999999999596234,4.0377645109051044e-11
0.9989738415608185,0.0010261584391816553
0.9999999999991989,8.012868040892045e-13
1.0,1.3906084738604688e-21
0.9999999999999929,5.670706464255739e-15
8.485146236759195e-52,1.0
0.0,1.0
3.8282594892445894e-11,0.9999999999617177
0.9999999999995843,4.1585793198634344e-13
0.9999999748030962,2.519690358206831e-08
0.9999999217624818,7.823751885848884e-08
0.9999999997019771,2.9802210375504023e-10
1.0,1.0448544371957173e-20
0.9999999898982894,1.0101710315946592e-08
1.0,1.1722606651424844e-16
0.9999999999350315,6.496879388237333e-11
0.999999999699213,3.007861943788195e-10
0.999689134020685,0.00031086597931502405
0.999999999924043,7.595801733552859e-11
3.858416785650852e-89,1.0
2.020303810978713e-78,1.0
0.9999999974507592,2.5492415460912555e-09
0.0,1.0
2.678246641597677e-309,1.0
1.9729801299813108e-25,1.0
0.9999999982505656,1.7494340371522492e-09
2.666855016510228e-94,1.0
3.1773400778450815e-148,1.0
0.9999999955829377,4.41706201281108e-09
0.9987703503654086,0.0012296496345913514
1.2490262134457257e-30,1.0
0.999999996624739,3.375261540738545e-09
0.999999176815972,8.231840282209441e-07
6.325897918129656e-81,1.0
0.999999002988934,9.970110659280865e-07
0.9999999999996998,2.9950774475327503e-13
0.9999997711794415,2.2882055892396841e-07
0.9999900708277598,9.929172240161203e-06
0.9999998834622869,1.1653771260462248e-07
0.9999996481359792,3.518640207089265e-07
0.9999999972298461,2.7701535232937653e-09
0.9999999999491163,5.088346646459822e-11
0.986289942514119,0.013710057485880766
1.112974482522794e-76,1.0
0.9999999999999822,1.8431324807283892e-14
1.0,1.0096585455660574e-36
8.304481727602624e-83,1.0
1.5870091381715588e-299,1.0
0.9999999999970015,2.997677114210791e-12
0.999999999959094,4.0906045478096806e-11
0.9999999996135038,3.8649604962751963e-10
0.9999999999576996,4.230035440050162e-11
0.9999999999930402,6.960622768531748e-12
0.9999999999934488,6.5518708309540995e-12
1.1038285985093461e-123,1.0
0.9999999999921769,7.823680033555378e-12
0.9999992900927202,7.099072796895765e-07
0.9999999996341362,3.658642302898411e-10
0.9999999999999787,2.2020068093787993e-14
0.9999999999953619,4.63852885345337e-12
0.9999865870120213,1.3412987979123812e-05
0.9978326734734837,0.0021673265265163286
1.7925424065909877e-27,1.0
0.9999999978363654,2.1636343964432645e-09
0.9999999996067879,3.932122467404957e-10
0.9999999999997247,2.7615126258521304e-13
0.9999999999999876,1.1562640100991139e-14
0.9999280128529964,7.198714700321302e-05
0.9999576049448534,4.239505514656646e-05
0.9999999997167208,2.832788508710319e-10
1.0,3.0264472822110752e-28
0.0,1.0
0.9999999995256967,4.743028154326245e-10
0.9999999999999964,2.280328860996117e-15
0.9999999996852296,3.147708063541396e-10
2.84877351005521e-16,1.0
0.9999999999992912,7.090926343416791e-13
0.9999999003356393,9.966436069773528e-08
1.0,3.484650621525847e-29
1.0,8.560015631129873e-16
0.9999999946221809,5.377819624575271e-09
0.9999999997999431,2.000562997779015e-10
1.0,9.34969642712962e-16
0.9999999999999645,3.575911617147403e-14
1.0622819737441994e-50,1.0
0.9999931091396521,6.8908603479452835e-06
1.4969012860943672e-58,1.0
2.5625161465957484e-121,1.0
0.9996816423336083,0.0003183576663918312
0.012058201076730175,0.9879417989232699
0.9999999997944133,2.0558643233018906e-10
0.9999999998607443,1.392555443274471e-10
0.9999999998482743,1.5172701759620816e-10
0.9999999996827746,3.1722673230865087e-10
0.968071641091486,0.03192835890851393
1.5375584003051847e-21,1.0
0.9999999999084412,9.155852782707524e-11
1.0,2.744893853370418e-24
6.698824610339607e-23,1.0
0.9999999997356532,2.6434696516571235e-10
2.185352886742913e-58,1.0
0.9999994511482196,5.488517804876308e-07
0.9999990727210815,9.272789189716928e-07
5.608495762237046e-200,1.0
0.9999999977664746,2.233525378616738e-09
7.739798529681082e-43,1.0
0.9999999997699724,2.3002822965675417e-10
0.9999998340771303,1.6592287003235457e-07
0.9999999908046409,9.195359037894812e-09
0.9999999983122176,1.6877827229724062e-09
0.9999999999999769,2.3619994279558344e-14
0.9999999985048955,1.4951039944276579e-09
0.999999999923455,7.654475502044653e-11
1.0,1.41709051175203e-17
1.514574007639098e-197,1.0
0.0,1.0
0.9999999999070734,9.292735901743834e-11
0.9999999999827516,1.7248100301744243e-11
0.9999999994260911,5.739090894320799e-10
1.4202789038422747e-28,1.0
0.9990090108416068,0.000990989158393003
1.0,3.819184489614645e-21
3.503163842769309e-109,1.0
0.999999999247132,7.528676329593356e-10
1.0,1.0446005823486692e-17
1.0,4.215373841242395e-24
0.9999880798355226,1.192016447737617e-05
1.0,3.783911996516912e-39
0.9999998677094776,1.32290522415414e-07
0.9999970365514156,2.963448584347333e-06
0.9999963693769058,3.6306230943247064e-06
0.99999999991687,8.31294659760458e-11
0.9999999989019948,1.0980052754141937e-09
5.891102419851179e-22,1.0
0.9999999995472422,4.527579711363475e-10
0.999999796485484,2.035145158066847e-07
0.9999954262422972,4.573757702420101e-06
0.9999999998513314,1.4866876348118862e-10
0.9998069939097893,0.00019300609021064968
7.451785698299727e-25,1.0
0.9999999867784943,1.3221505673205635e-08
2.852300519902622e-134,1.0
0.9999999999992042,7.961567039045055e-13
7.503293308022289e-20,1.0
0.9999999996621387,3.3786145646562144e-10
6.029826709590516e-08,0.9999999397017332
2.1159128933746134e-65,1.0
1.0,7.442122354106893e-19
0.999999999998618,1.3819280055062007e-12
0.9999999995566959,4.433038482043392e-10
0.9999997681034805,2.3189651979541482e-07
0.999999997840991,2.1590098059301764e-09
8.111440655608547e-102,1.0
6.651197347073676e-126,1.0
0.9999884748241277,1.1525175872252307e-05
1.789204550973582e-14,0.9999999999999822
0.9999999999978293,2.1701193360019033e-12
0.0,1.0
1.0,3.9999421455666474e-36
1.0,1.7950901291458348e-18
0.9999999716043511,2.8395649172508052e-08
0.9999999999976481,2.351907751034045e-12
0.9938664628258274,0.00613353717417258
6.7211587295305995e-19,1.0
0.9999999912152973,8.78470228980661e-09
0.9999999959546475,4.045352179963128e-09
6.240180959873292e-11,0.9999999999375984
0.9999999367627324,6.323726733858382e-08
0.9691429328187631,0.03085706718123694
0.9999999999985523,1.4478194298948835e-12
3.799821717790747e-68,1.0
3.889034979411274e-53,1.0
0.999999999999964,3.600994058183017e-14
0.9999999999999769,2.2693019348228243e-14
1.0,4.771063343235755e-22
0.0,1.0
0.9999999999990159,9.84571921978354e-13
0.9999998240870761,1.7591292417565143e-07
0.9999999999998703,1.2969688591079186e-13
0.9999999999997051,2.9470665569992277e-13
0.9999999994368851,5.631150584161328e-10
0.9999999984453343,1.5546665676823712e-09
0.999999999739881,2.601187304933036e-10
0.9999999999992291,7.702950872660007e-13
0.9999999999653877,3.461193016366949e-11
0.999999998442,1.5579990810138633e-09
0.9999999414593804,5.8540619686231043e-08
1.228192924056829e-108,1.0
0.9999999999490932,5.09065010751118e-11
2.785508082672216e-147,1.0
0.0021951877233011693,0.9978048122766991
0.9999999999973024,2.6975784255947427e-12
1.0,3.379793498529145e-36
0.9999999999810321,1.8969415662884434e-11
0.9999999995886188,4.113815858495571e-10
1.0083681893453849e-05,0.9999899163181065
0.9999998625591436,1.3744085631030398e-07
0.9999999995662066,4.3379290568387434e-10
0.9999999998936993,1.063011578220219e-10
0.999999997809633,2.1903663792664225e-09
1.0,5.393833360872016e-16
0.999999999999913,8.728377588059997e-14
0.9999999999999982,9.548435704718111e-16
0.9999999999999991,1.1113275025250403e-15
1.0,1.1392792696440304e-23
0.9999999999933369,6.663381725012215e-12
0.9999999999558771,4.412266633159286e-11
1.0,4.582042351238149e-21
0.9999999997045155,2.954843313284385e-10
0.9999999999999991,4.639686000795151e-16
1.0,8.052871032546839e-24
1.0,5.108747492165895e-43
0.9999981636510554,1.8363489444597174e-06
0.9999999999999183,8.179918211833656e-14
0.9999999678113435,3.218865679139097e-08
1.0,9.327811747327616e-49
1.6839369198431606e-63,1.0
9.049478107732906e-260,1.0
0.0,1.0
7.647578164039499e-114,1.0
0.0001865221538152842,0.9998134778461848
3.279662579547093e-172,1.0
1.0,3.2727099417712095e-37
