,radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst
radius_worst,0.8471172113150093,0.1781286992314703,0.8245450126059735,0.9423525995173536,-0.029248953145106782,0.06755049221543037,0.24016860726149541,0.5224673271414726,-0.10925327952983292,-0.5635175166597759,0.7654542228848485,-0.07081363843068145,0.7080299610085176,0.8893240690887227,-0.12122771027626544,-0.27683080791564135,-0.3322497491524874,-0.07751925274010558,-0.20002651240643549,-0.4368971281450032,0.8860777718609165,0.11511617586034262,0.8498424701962901,1.0024280342713083,-0.08328405423296073,-0.1145095702660539,-0.045676790772127183,0.29577165317726467,-0.20272363533381943,-0.46740057349156244
texture_worst,0.026618979528790405,0.7117342615344343,0.027049570675007736,0.01866149406296292,0.017426821581887783,0.02088322797202104,-0.03804780366755901,-0.005883001381315092,-0.023893016445046402,-0.056129281537978706,-0.11885782627529504,0.22284695532299917,-0.10933848930429448,-0.07864585644214105,-0.10898865929045305,-0.0890292429567491,-0.23219294843273106,-0.21398239914909303,-0.20005741040969058,-0.20154049947906166,0.11511617586034263,0.8318191728760866,0.11614119929969254,0.12727930697269677,0.24368978424925986,0.2266072784214219,0.10824962294335383,0.08031951720247815,0.14948326059841263,0.1700875700383624
perimeter_worst,0.8197365062507361,0.18293333451310492,0.8079759019087402,0.9148780460593465,0.00341246361658023,0.1582587099078355,0.3038974742808379,0.5504669637428445,-0.050445065598774874,-0.47598200274070734,0.759273313042726,-0.04473535958727825,0.7444423825631011,0.8817877404739219,-0.10119549689966299,-0.18217795064517325,-0.26933598967099015,-0.023480387110745352,-0.14811430030466216,-0.37736756535106347,0.8498424701962901,0.11614119929969254,0.840999154486339,0.9643333778903783,-0.0674391220064684,-0.027505731024570344,0.02056078559569302,0.3245660092493834,-0.16516834198664454,-0.39576620721793393
area_worst,0.9422341434289513,0.19363010610856074,0.9189441718629093,1.0755999758379535,-0.03187172210664436,0.08017390055828456,0.303179179039982,0.5854546142156952,-0.12641212834478813,-0.5920147854078349,0.9222914572815878,-0.06522450987651647,0.8582395565783738,1.1013540248285276,-0.11889395089436629,-0.26715690134423603,-0.2913299691711075,-0.05141853646897383,-0.2257853159021041,-0.4293263237258407,1.0024280342713083,0.12727930697269677,0.9643333778903783,1.1732149842943835,-0.09710949865761573,-0.12517243246138912,-0.023098192974303794,0.33091661816911644,-0.2547999619417392,-0.501142276092403
smoothness_worst,-0.2143891462462872,0.05794763307695216,-0.18314635501410093,-0.23322557254244336,0.6505367012574185,0.3605967847234413,0.2252261650126694,0.172556106807411,0.34474380599718746,0.4918909936105585,-0.16579624161226347,-0.07611409980142807,-0.2016420433552801,-0.18071883081677245,0.1689486257206069,-0.018181348640241318,-0.09762354728843295,-0.14951938286019614,-0.10171317909638262,-0.08686427088658547,-0.08328405423296073,0.24368978424925986,-0.0674391220064684,-0.09710949865761573,0.9335305119637801,0.5120122164603552,0.3745574650254124,0.3065352142309463,0.4791925613710272,0.6152516879762604
compactness_worst,-0.19097703288418516,0.12561055167197285,-0.12961410876663035,-0.20532652160049458,0.40797209893386466,0.7635723192068796,0.4474332454412534,0.22998846383493865,0.5142740945699532,0.7425069513191022,-0.17025195380492944,-0.04312993228426344,-0.07300356353048097,-0.1704810664168799,-0.03681901899526595,0.6512197090988989,0.2688206351076585,0.08547166149120342,0.20006177154885177,0.32438536659388806,-0.11450957026605392,0.2266072784214219,-0.027505731024570344,-0.12517243246138912,0.5120122164603552,1.0896311138558694,0.7296274213777881,0.39994311336850424,0.7040557249578034,1.015036740859513
concavity_worst,-0.08106923718295776,0.06636743020162565,-0.03183037267963203,-0.061407604225606316,0.3572447052769438,0.583687770080712,0.5937221170143795,0.28193145871743025,0.40722012581063205,0.5790658489187263,-0.03550989307888783,-0.009405039549663529,0.021230607596075618,-0.021230209945636184,0.03707746105839356,0.5288019582147645,0.6074164002122237,0.23237896779046058,0.16833166245290573,0.3428991731502713,-0.045676790772127204,0.10824962294335383,0.02056078559569302,-0.023098192974303784,0.3745574650254124,0.7296274213777881,0.8032831324638383,0.35934335008709556,0.43681114013270855,0.7079433590246972
concave points_worst,0.2582407093067284,0.059520545907677046,0.282465042004021,0.29073190010951605,0.3154340995571977,0.4323857445712692,0.41408808730347557,0.4501698852808162,0.29972986746615754,0.18072557539203782,0.23499321102774853,-0.054537329584244364,0.25993623854725084,0.2633314153560139,-0.01868402132617523,0.12894014739026366,0.05396144146751897,0.15742740543982736,0.035687874121257686,-0.0428460294047785,0.29577165317726467,0.08031951720247815,0.3245660092493834,0.33091661816911644,0.3065352142309463,0.39994311336850424,0.35934335008709556,0.46077097143542745,0.272124639323802,0.24544088532258324
symmetry_worst,-0.31736765068475514,-0.051064124522949526,-0.2815562362466115,-0.3674834205718718,0.3951247307728468,0.46037262938661005,0.17062006890931847,0.06552282726296363,0.8461307348984509,0.5936393356253631,-0.329601800420443,-0.09353355815842304,-0.30511057404950476,-0.38263704795692755,-0.21151338952155452,0.21797479308412518,0.047280529269463155,-0.11031851097317175,0.7043640188258379,0.002486736319762233,-0.20272363533381943,0.14948326059841263,-0.16516834198664454,-0.2547999619417392,0.4791925613710272,0.7040557249578034,0.43681114013270855,0.272124639323802,1.4365015280320053,0.7172459295969312
fractal_dimension_worst,-0.5840596508991829,0.017368374087982873,-0.5188455992914994,-0.6220521939053605,0.48523901814927245,0.6678940538631453,0.3242180588147127,-0.007971148400610816,0.5435793653121844,1.136674110494661,-0.43767398300279803,-0.0017508793522265924,-0.3741232481455387,-0.5019955808953296,-0.011616216488326598,0.6590299049109889,0.4277450064357318,0.09345195758482641,0.15116186168995493,0.6813271501366807,-0.46740057349156244,0.1700875700383624,-0.395766207217934,-0.501142276092403,0.6152516879762604,1.015036740859513,0.7079433590246972,0.24544088532258324,0.7172459295969312,1.411542331295424
